0,15.14892578125
1,15.14892578125
2,15.14892578125
3,16.680908203125
4,16.680908203125
5,20.281982421875
6,20.281982421875
7,20.281982421875
8,20.159912109375
9,20.159912109375
10,10.3271484375
11,10.3271484375
12,10.3271484375
13,13.2568359375
14,13.2568359375
15,13.2568359375
16,21.270751953125
17,21.270751953125
18,15.960693359375
19,15.960693359375
20,16.07666015625
21,16.07666015625
22,16.07666015625
23,16.07666015625
24,15.53955078125
25,15.53955078125
26,15.087890625
27,15.087890625
28,15.087890625
29,15.155029296875
30,15.155029296875
31,15.362548828125
32,15.362548828125
33,15.63720703125
34,15.63720703125
35,15.63720703125
36,15.63720703125
37,16.021728515625
38,16.021728515625
39,16.51611328125
40,16.51611328125
41,28.955078125
42,28.955078125
43,28.955078125
44,20.977783203125
45,20.977783203125
46,44.1650390625
47,44.1650390625
48,44.1650390625
49,44.1650390625
50,33.209228515625
51,33.209228515625
52,20.269775390625
53,20.269775390625
54,20.599365234375
55,20.599365234375
56,20.599365234375
57,20.6298828125
58,20.6298828125
59,20.6298828125
60,20.697021484375
61,20.697021484375
62,20.697021484375
63,20.721435546875
64,20.721435546875
65,20.733642578125
66,20.733642578125
67,22.59521484375
68,22.59521484375
69,22.59521484375
70,22.59521484375
71,19.549560546875
72,19.549560546875
73,19.586181640625
74,19.586181640625
75,19.482421875
76,19.482421875
77,19.482421875
78,19.439697265625
79,19.439697265625
80,19.5068359375
81,19.5068359375
82,19.5068359375
83,19.5068359375
84,19.4091796875
85,19.4091796875
86,19.4580078125
87,19.4580078125
88,19.482421875
89,19.482421875
90,19.482421875
91,19.4580078125
92,19.4580078125
93,19.5556640625
94,19.5556640625
95,19.5556640625
96,19.51904296875
97,19.51904296875
98,19.51904296875
99,19.4091796875
100,19.4091796875
101,19.43359375
102,19.43359375
103,19.43359375
104,19.4091796875
105,19.4091796875
106,19.4091796875
107,19.512939453125
108,19.512939453125
109,19.500732421875
110,19.500732421875
111,19.500732421875
112,8.807373046875
113,8.807373046875
114,23.480224609375
115,23.480224609375
116,20.782470703125
117,20.782470703125
118,20.782470703125
119,20.782470703125
120,54.30908203125
121,54.30908203125
122,12.40234375
123,12.40234375
124,12.40234375
125,20.39794921875
126,20.39794921875
127,20.27587890625
128,20.27587890625
129,19.677734375
130,19.677734375
131,19.677734375
132,19.677734375
133,20.196533203125
134,20.196533203125
135,8.770751953125
136,8.770751953125
137,8.770751953125
138,42.34619140625
139,42.34619140625
140,20.556640625
141,20.556640625
142,20.556640625
143,15.814208984375
144,15.814208984375
145,15.814208984375
146,16.10107421875
147,16.10107421875
148,16.046142578125
149,16.046142578125
150,15.61279296875
151,15.61279296875
152,15.61279296875
153,15.802001953125
154,15.802001953125
155,15.802001953125
156,16.339111328125
157,16.339111328125
158,16.339111328125
159,16.278076171875
160,16.278076171875
161,15.88134765625
162,15.88134765625
163,16.14990234375
164,16.14990234375
165,16.14990234375
166,16.14990234375
167,16.11328125
168,16.11328125
169,16.741943359375
170,16.741943359375
171,16.497802734375
172,16.497802734375
173,16.497802734375
174,16.156005859375
175,16.156005859375
176,16.986083984375
177,16.986083984375
178,16.986083984375
179,16.986083984375
180,16.607666015625
181,16.607666015625
182,17.034912109375
183,17.034912109375
184,16.876220703125
185,16.876220703125
186,16.876220703125
187,17.39501953125
188,17.39501953125
189,17.39501953125
190,16.339111328125
191,16.339111328125
192,16.339111328125
193,17.425537109375
194,17.425537109375
195,17.81005859375
196,17.81005859375
197,16.44287109375
198,16.44287109375
199,16.44287109375
200,17.852783203125
201,17.852783203125
202,17.852783203125
203,16.07666015625
204,16.07666015625
205,15.93017578125
206,15.93017578125
207,15.93017578125
208,32.818603515625
209,32.818603515625
210,21.7529296875
211,21.7529296875
212,21.7529296875
213,21.7529296875
214,16.76025390625
215,16.76025390625
216,21.124267578125
217,21.124267578125
218,20.648193359375
219,20.648193359375
220,20.648193359375
221,20.709228515625
222,20.709228515625
223,20.66650390625
224,20.66650390625
225,20.66650390625
226,20.66650390625
227,20.66650390625
228,20.66650390625
229,20.672607421875
230,20.672607421875
231,17.822265625
232,17.822265625
233,17.822265625
234,16.302490234375
235,16.302490234375
236,16.32080078125
237,16.32080078125
238,16.32080078125
239,16.961669921875
240,16.961669921875
241,16.961669921875
242,17.767333984375
